Transaction Amount,Transaction Country,Transaction Currency,Transaction Time,Transaction Day,Card Issuer,Card Type,Online Purchase,First Purchase,Customer Age,Account Age,Fraudulent
5677,AU,USD,23,Weekend,Amex,Credit,1,1,26,8,1
2233,Other,CAD,8,Weekday,Amex,Debit,1,0,51,4,0
822,US,GBP,9,Weekday,Visa,Debit,0,0,50,0,0
5518,Other,AUD,1,Weekend,Visa,Credit,1,1,60,5,1
9692,AU,CAD,1,Weekend,Visa,Credit,1,1,57,12,1
6914,Other,AUD,1,Weekend,Amex,Credit,1,1,50,3,1
6090,Other,CAD,23,Weekday,Visa,Debit,1,1,67,4,1
2164,UK,USD,16,Weekday,Discover,Debit,1,0,33,4,0
407,AU,GBP,17,Weekday,Discover,Credit,1,0,53,4,0
8166,US,CAD,0,Weekend,Amex,Credit,1,1,36,6,1
4443,CA,AUD,8,Weekend,MasterCard,Credit,1,0,41,12,0
9061,UK,GBP,23,Weekend,Discover,Credit,1,1,52,11,1
2221,AU,USD,11,Weekend,Amex,Credit,0,0,45,0,0
9712,CA,AUD,23,Weekday,Discover,Credit,1,1,70,2,1
5014,Other,AUD,23,Weekend,MasterCard,Credit,1,1,33,8,1
3195,UK,AUD,8,Weekend,Discover,Debit,1,0,60,4,0
7732,UK,USD,1,Weekday,MasterCard,Credit,1,1,70,12,1
6163,Other,AUD,0,Weekday,Amex,Credit,1,1,33,1,1
9222,Other,CAD,1,Weekday,Discover,Credit,0,1,42,11,1
8366,AU,CAD,1,Weekday,Discover,Debit,1,1,18,8,1
6678,Other,CAD,0,Weekend,Amex,Debit,1,1,69,3,1
3581,AU,CAD,11,Weekday,Amex,Debit,1,0,67,11,0
1730,UK,USD,10,Weekend,Discover,Debit,0,0,46,12,0
5074,Other,USD,1,Weekday,Visa,Debit,1,1,60,12,1
6444,UK,GBP,0,Weekday,Amex,Debit,1,1,36,4,1
8377,Other,GBP,23,Weekend,MasterCard,Credit,0,1,40,9,1
4285,US,GBP,8,Weekend,MasterCard,Debit,0,0,26,5,0
1043,UK,GBP,13,Weekday,Discover,Credit,1,0,37,12,0
9176,CA,USD,23,Weekend,Visa,Credit,1,1,70,4,1
5214,AU,CAD,0,Weekday,Visa,Debit,1,1,48,6,1
1849,AU,AUD,9,Weekend,MasterCard,Debit,0,0,29,10,0
3860,US,CAD,9,Weekend,Visa,Debit,0,0,28,0,0
1636,AU,AUD,8,Weekend,MasterCard,Debit,1,0,46,0,0
2977,US,AUD,8,Weekend,MasterCard,Debit,1,0,38,7,0
9932,Other,USD,1,Weekend,MasterCard,Credit,1,1,18,7,1
9282,Other,CAD,1,Weekday,Amex,Credit,1,1,33,0,1
9434,US,CAD,1,Weekend,MasterCard,Credit,1,1,27,1,1
4331,UK,AUD,18,Weekend,MasterCard,Credit,1,0,54,7,0
5130,US,USD,23,Weekend,Visa,Credit,1,1,24,5,1
1333,UK,AUD,19,Weekend,Discover,Credit,1,0,23,1,0
245,US,GBP,16,Weekend,Discover,Debit,1,0,21,6,0
7382,Other,CAD,1,Weekend,Visa,Credit,1,1,64,12,1
5050,Other,GBP,1,Weekday,Amex,Debit,1,1,43,1,1
2011,UK,GBP,14,Weekday,MasterCard,Debit,1,0,32,7,0
5619,Other,CAD,23,Weekday,Discover,Credit,1,1,29,11,1
604,CA,GBP,14,Weekday,Amex,Credit,0,0,58,8,0
8042,AU,CAD,0,Weekend,Visa,Credit,1,1,61,10,1
3436,UK,CAD,19,Weekday,Discover,Credit,1,0,23,11,0
1476,US,CAD,12,Weekend,MasterCard,Credit,0,0,64,11,0
6487,Other,GBP,23,Weekend,Visa,Credit,1,1,46,8,1
5985,UK,USD,0,Weekend,Amex,Debit,1,1,58,4,1
7677,US,AUD,23,Weekday,MasterCard,Credit,1,1,59,8,1
7262,CA,AUD,1,Weekday,Amex,Debit,1,1,68,5,1
1706,AU,USD,18,Weekday,Amex,Debit,1,0,36,3,0
4901,Other,CAD,10,Weekday,Amex,Credit,1,0,47,8,0
5402,AU,GBP,0,Weekend,Amex,Credit,1,1,26,8,1
3750,AU,AUD,9,Weekday,Visa,Debit,0,0,19,7,0
8655,AU,CAD,23,Weekend,MasterCard,Credit,1,1,49,3,1
8186,Other,AUD,1,Weekend,Discover,Credit,1,1,34,3,1
659,AU,CAD,19,Weekday,Visa,Credit,1,0,64,4,0
5052,UK,USD,0,Weekday,MasterCard,Credit,1,1,66,2,1
2132,AU,GBP,15,Weekday,Amex,Debit,1,0,25,2,0
1085,AU,GBP,13,Weekend,MasterCard,Credit,0,0,69,9,0
4773,UK,CAD,15,Weekend,Visa,Credit,0,0,36,12,0
2567,CA,USD,17,Weekend,Amex,Credit,0,0,56,6,0
5165,Other,CAD,1,Weekend,Discover,Credit,0,1,49,10,1
9608,Other,AUD,1,Weekday,Discover,Debit,1,1,32,12,1
1806,US,CAD,8,Weekend,MasterCard,Debit,0,0,47,12,0
3916,AU,USD,9,Weekday,MasterCard,Credit,1,0,66,3,0
6694,Other,GBP,23,Weekend,Visa,Credit,1,1,19,5,1
8594,Other,AUD,23,Weekend,Amex,Credit,1,1,30,1,1
7004,Other,AUD,1,Weekend,Amex,Credit,1,1,50,3,1
839,UK,USD,14,Weekend,Discover,Credit,1,0,54,6,0
9488,Other,GBP,23,Weekday,MasterCard,Debit,1,1,27,6,1
2581,Other,AUD,15,Weekend,Visa,Debit,0,0,58,8,0
924,Other,USD,8,Weekday,Visa,Credit,1,0,45,8,0
6092,UK,CAD,1,Weekday,Amex,Debit,1,1,65,9,1
7527,UK,AUD,0,Weekend,Discover,Credit,1,1,28,9,1
2386,US,USD,14,Weekend,Amex,Credit,0,0,62,10,0
7512,US,AUD,0,Weekend,MasterCard,Credit,1,1,30,0,1
4969,CA,GBP,19,Weekday,Discover,Credit,1,0,47,9,0
3473,US,AUD,16,Weekday,MasterCard,Debit,1,0,21,8,0
714,US,CAD,16,Weekend,MasterCard,Credit,1,0,25,7,0
8395,US,AUD,23,Weekend,Discover,Credit,1,1,60,6,1
7229,Other,USD,1,Weekday,MasterCard,Credit,1,1,65,8,1
1222,CA,USD,15,Weekend,Visa,Credit,1,0,46,0,0
9627,UK,USD,0,Weekend,Visa,Credit,1,1,66,9,1
2189,AU,USD,19,Weekday,Discover,Credit,0,0,34,7,0
4006,UK,GBP,13,Weekday,MasterCard,Debit,0,0,53,5,0
7530,Other,USD,0,Weekend,Amex,Credit,1,1,30,9,1
1597,US,CAD,8,Weekday,Amex,Debit,1,0,42,9,0
7170,UK,GBP,1,Weekday,Visa,Credit,1,1,18,5,1
7660,AU,GBP,23,Weekend,Amex,Debit,0,1,32,8,1
6585,Other,CAD,0,Weekend,Amex,Debit,1,1,22,10,1
175,CA,USD,10,Weekday,Discover,Credit,1,0,44,10,0
1132,US,USD,12,Weekend,Visa,Credit,1,0,22,6,0
6846,UK,USD,1,Weekday,MasterCard,Credit,1,1,70,12,1
3968,Other,USD,15,Weekend,Amex,Debit,1,0,40,10,0
4896,AU,AUD,9,Weekend,Amex,Credit,0,0,43,10,0
7541,Other,AUD,0,Weekday,Visa,Credit,0,1,42,11,1
4256,US,CAD,10,Weekend,Amex,Debit,1,0,52,7,0
7627,US,USD,1,Weekend,MasterCard,Credit,1,1,57,9,1
6330,Other,USD,1,Weekday,MasterCard,Debit,1,1,35,10,1
5498,CA,GBP,23,Weekend,Amex,Debit,1,1,20,6,1
8613,Other,GBP,0,Weekend,MasterCard,Credit,1,1,54,6,1
5790,Other,CAD,1,Weekend,MasterCard,Debit,1,1,24,0,1
4687,CA,USD,9,Weekend,Amex,Credit,1,0,34,8,0
2410,UK,GBP,18,Weekend,MasterCard,Debit,0,0,36,8,0
2832,Other,USD,10,Weekend,Visa,Debit,1,0,22,4,0
883,UK,AUD,14,Weekend,Amex,Debit,0,0,21,0,0
4133,UK,CAD,12,Weekend,MasterCard,Debit,0,0,27,3,0
4364,UK,USD,10,Weekday,MasterCard,Credit,0,0,49,1,0
1227,CA,GBP,13,Weekday,Discover,Credit,0,0,39,0,0
4181,US,USD,18,Weekday,Discover,Debit,1,0,35,8,0
5108,UK,USD,23,Weekend,MasterCard,Debit,1,1,54,5,1
9651,Other,USD,23,Weekday,Amex,Credit,1,1,52,6,1
634,Other,AUD,17,Weekday,Amex,Debit,0,0,48,1,0
7197,Other,USD,0,Weekend,Discover,Credit,1,1,51,7,1
2543,Other,CAD,17,Weekend,Visa,Debit,0,0,34,12,0
5069,Other,GBP,0,Weekday,Discover,Credit,1,1,70,4,1
433,Other,AUD,12,Weekend,Visa,Debit,0,0,31,11,0
5140,Other,AUD,1,Weekday,Visa,Credit,1,1,63,6,1
3944,Other,GBP,10,Weekend,MasterCard,Debit,1,0,57,0,0
2869,UK,AUD,17,Weekday,MasterCard,Debit,1,0,32,10,0
686,UK,USD,18,Weekend,MasterCard,Debit,1,0,54,10,0
8030,US,AUD,0,Weekend,Discover,Credit,1,1,60,6,1
1765,CA,GBP,17,Weekday,Amex,Debit,1,0,54,6,0
7960,Other,GBP,0,Weekend,Discover,Debit,1,1,63,2,1
6681,US,AUD,1,Weekday,Amex,Debit,1,1,20,2,1
9628,UK,AUD,23,Weekend,Visa,Credit,1,1,38,0,1
9913,US,GBP,23,Weekend,Discover,Credit,1,1,29,10,1
1290,US,AUD,12,Weekday,Discover,Credit,1,0,32,3,0
1589,UK,USD,12,Weekday,Discover,Credit,0,0,62,0,0
1631,AU,CAD,10,Weekday,Discover,Credit,1,0,41,0,0
793,Other,USD,14,Weekend,Visa,Debit,0,0,47,3,0
9910,US,USD,23,Weekend,Amex,Credit,1,1,59,11,1
4456,AU,GBP,17,Weekday,Visa,Credit,0,0,69,9,0
1633,US,CAD,8,Weekend,Visa,Credit,1,0,65,0,0
1488,Other,USD,9,Weekday,Amex,Credit,1,0,32,9,0
9032,Other,GBP,1,Weekend,Amex,Credit,1,1,68,11,1
9837,Other,GBP,1,Weekend,MasterCard,Credit,1,1,43,8,1
9100,Other,CAD,0,Weekend,Amex,Credit,0,1,36,5,1
5065,Other,CAD,23,Weekend,Amex,Credit,0,1,43,0,1
3037,UK,CAD,13,Weekend,Discover,Debit,0,0,46,11,0
7115,AU,CAD,23,Weekday,Discover,Credit,1,1,43,11,1
8813,Other,GBP,1,Weekend,MasterCard,Credit,1,1,43,8,1
7926,Other,CAD,0,Weekend,Amex,Debit,1,1,41,10,1
3217,US,USD,11,Weekday,MasterCard,Debit,1,0,68,3,0
948,UK,CAD,13,Weekday,Discover,Credit,0,0,29,9,0
5556,Other,USD,1,Weekend,Discover,Credit,1,1,51,7,1
7778,Other,CAD,23,Weekday,Visa,Debit,1,1,56,2,1
744,AU,AUD,11,Weekend,Discover,Debit,1,0,58,0,0
7125,CA,USD,23,Weekday,Visa,Credit,1,1,41,10,1
9586,US,CAD,0,Weekend,Discover,Credit,1,1,22,0,1
1038,UK,GBP,11,Weekend,Visa,Debit,1,0,24,7,0
475,UK,CAD,8,Weekday,MasterCard,Credit,1,0,23,8,0
8153,Other,CAD,0,Weekday,Discover,Credit,1,1,24,11,1
3213,AU,GBP,8,Weekend,Visa,Debit,1,0,22,1,0
8494,Other,GBP,0,Weekend,Visa,Debit,1,1,57,10,1
333,AU,CAD,19,Weekday,MasterCard,Credit,0,0,55,7,0
1455,AU,AUD,10,Weekday,MasterCard,Credit,1,0,34,9,0
3556,AU,AUD,11,Weekday,Discover,Debit,0,0,46,12,0
4676,CA,CAD,8,Weekday,MasterCard,Credit,0,0,28,2,0
1423,UK,GBP,17,Weekday,MasterCard,Debit,0,0,57,12,0
5687,Other,USD,0,Weekday,Discover,Credit,1,1,69,4,1
1232,US,AUD,14,Weekday,MasterCard,Credit,1,0,39,11,0
2297,US,AUD,8,Weekday,Visa,Debit,0,0,18,1,0
5234,CA,GBP,1,Weekday,Amex,Credit,1,1,24,4,1
1608,Other,GBP,15,Weekday,MasterCard,Debit,0,0,29,7,0
9673,Other,CAD,1,Weekday,Visa,Debit,0,1,67,11,1
8201,Other,GBP,1,Weekday,Visa,Debit,1,1,70,6,1
474,AU,AUD,8,Weekday,Discover,Credit,1,0,21,1,0
8817,US,USD,1,Weekend,Visa,Credit,1,1,60,1,1
4515,UK,CAD,11,Weekday,Visa,Debit,1,0,23,10,0
8521,CA,USD,1,Weekday,Discover,Credit,1,1,19,6,1
5130,CA,AUD,23,Weekday,Discover,Credit,1,1,70,2,1
2008,US,GBP,8,Weekday,Visa,Debit,0,0,32,10,0
1421,Other,GBP,13,Weekend,MasterCard,Credit,0,0,40,8,0
4983,US,AUD,12,Weekend,Amex,Credit,0,0,41,6,0
746,AU,USD,15,Weekend,Discover,Debit,1,0,70,6,0
561,US,USD,12,Weekday,MasterCard,Credit,1,0,53,1,0
1763,AU,AUD,8,Weekday,Discover,Debit,0,0,68,10,0
4874,AU,CAD,8,Weekday,MasterCard,Credit,1,0,56,5,0
6324,UK,GBP,23,Weekday,MasterCard,Debit,1,1,49,5,1
5115,AU,USD,0,Weekend,Amex,Credit,1,1,52,12,1
2210,UK,AUD,14,Weekday,MasterCard,Debit,1,0,56,10,0
5779,AU,CAD,0,Weekday,Amex,Credit,1,1,22,0,1
387,Other,CAD,14,Weekend,Visa,Credit,0,0,49,10,0
8000,Other,USD,23,Weekday,Amex,Debit,1,1,61,5,1
632,CA,AUD,19,Weekday,Amex,Debit,0,0,28,6,0
2451,UK,CAD,10,Weekday,Discover,Debit,0,0,33,6,0
1132,AU,AUD,9,Weekday,Visa,Debit,1,0,58,1,0
4072,Other,AUD,12,Weekday,MasterCard,Credit,0,0,47,12,0
2943,Other,AUD,17,Weekend,Discover,Credit,1,0,19,0,0
3909,Other,USD,17,Weekend,Discover,Credit,0,0,67,5,0
9926,Other,CAD,1,Weekday,Amex,Credit,0,1,42,6,1
9547,Other,CAD,1,Weekday,Amex,Debit,1,1,69,10,1
3092,AU,AUD,19,Weekday,Discover,Credit,1,0,53,8,0
1995,US,USD,15,Weekend,Visa,Credit,1,0,44,3,0
2890,UK,AUD,13,Weekday,Discover,Credit,0,0,50,0,0
7681,AU,CAD,1,Weekday,MasterCard,Debit,1,1,27,11,1
2210,US,USD,9,Weekday,MasterCard,Debit,0,0,20,8,0
6674,UK,GBP,23,Weekday,Discover,Credit,1,1,37,5,1
6753,CA,GBP,23,Weekend,Discover,Credit,1,1,59,6,1
2548,UK,AUD,11,Weekend,MasterCard,Credit,0,0,31,4,0
2953,AU,AUD,14,Weekend,Amex,Credit,0,0,32,6,0
7388,Other,GBP,0,Weekend,Discover,Credit,1,1,56,6,1
3978,UK,GBP,14,Weekday,MasterCard,Credit,1,0,46,0,0
6736,Other,USD,1,Weekend,Discover,Credit,0,1,30,3,1
7677,Other,AUD,23,Weekend,Amex,Credit,1,1,30,1,1
1375,US,CAD,15,Weekend,Visa,Credit,0,0,45,8,0
1318,CA,GBP,11,Weekend,Visa,Debit,0,0,51,8,0
100,AU,USD,15,Weekend,Amex,Debit,0,0,52,1,0
1787,AU,USD,14,Weekday,Discover,Debit,1,0,24,12,0
8506,US,AUD,0,Weekend,Visa,Debit,1,1,52,12,1
7519,CA,GBP,23,Weekday,MasterCard,Credit,1,1,28,0,1
1178,Other,AUD,13,Weekday,Visa,Credit,0,0,21,10,0
851,US,GBP,18,Weekend,Visa,Credit,1,0,28,11,0
372,UK,CAD,18,Weekday,Amex,Debit,0,0,51,6,0
7517,UK,CAD,0,Weekend,Visa,Credit,1,1,42,0,1
2681,AU,USD,12,Weekend,MasterCard,Credit,1,0,63,11,0
395,CA,GBP,14,Weekday,Discover,Debit,1,0,51,2,0
6346,Other,GBP,0,Weekday,Discover,Credit,0,1,26,12,1
9712,Other,USD,1,Weekday,Discover,Debit,1,1,21,9,1
7845,US,AUD,0,Weekend,Amex,Credit,1,1,54,1,1
1828,UK,CAD,11,Weekend,MasterCard,Debit,1,0,31,11,0
4094,UK,CAD,19,Weekend,Visa,Debit,0,0,49,5,0
5643,Other,CAD,1,Weekday,MasterCard,Credit,1,1,42,10,1
8255,CA,GBP,1,Weekend,Amex,Credit,0,1,46,5,1
9957,US,USD,0,Weekend,MasterCard,Debit,1,1,69,9,1
5593,UK,GBP,0,Weekday,MasterCard,Debit,1,1,49,5,1
7498,UK,USD,0,Weekend,Amex,Debit,1,1,18,4,1
3728,AU,AUD,18,Weekday,MasterCard,Credit,1,0,33,10,0
4224,AU,USD,10,Weekend,Amex,Credit,1,0,23,7,0
7235,Other,GBP,1,Weekend,Visa,Credit,1,1,46,8,1
3019,UK,AUD,11,Weekday,MasterCard,Debit,1,0,39,2,0
2852,CA,AUD,8,Weekday,Discover,Debit,1,0,29,7,0
5097,UK,AUD,1,Weekend,Discover,Debit,1,1,67,11,1
2284,CA,AUD,13,Weekday,MasterCard,Credit,1,0,30,6,0
6328,AU,CAD,23,Weekend,MasterCard,Credit,1,1,68,3,1
3033,CA,CAD,17,Weekday,Visa,Credit,1,0,42,9,0
1634,US,AUD,13,Weekend,MasterCard,Debit,1,0,60,2,0
7445,Other,AUD,1,Weekend,Discover,Debit,1,1,54,6,1
9070,Other,CAD,23,Weekend,MasterCard,Debit,1,1,50,4,1
5706,UK,USD,1,Weekend,MasterCard,Credit,1,1,63,9,1
5000,Other,CAD,23,Weekday,Amex,Debit,0,1,50,4,1
1969,Other,CAD,10,Weekend,Discover,Debit,1,0,18,3,0
6032,Other,CAD,0,Weekday,MasterCard,Credit,1,1,37,10,1
308,AU,CAD,12,Weekend,MasterCard,Credit,0,0,33,12,0
8661,US,AUD,23,Weekend,MasterCard,Credit,1,1,47,5,1
6160,CA,AUD,0,Weekend,Amex,Credit,1,1,18,4,1
3988,CA,GBP,19,Weekday,Visa,Debit,1,0,54,9,0
9366,AU,GBP,0,Weekend,Amex,Debit,0,1,32,8,1
4900,AU,CAD,10,Weekend,MasterCard,Debit,1,0,67,4,0
3616,US,AUD,11,Weekday,MasterCard,Debit,1,0,18,12,0
9360,CA,GBP,0,Weekend,MasterCard,Debit,1,1,54,0,1
2326,CA,GBP,10,Weekend,Discover,Debit,1,0,23,8,0
8060,US,CAD,23,Weekend,MasterCard,Debit,1,1,70,1,1
497,UK,AUD,8,Weekday,MasterCard,Debit,1,0,43,3,0
3766,Other,CAD,12,Weekend,Amex,Credit,0,0,55,1,0
1806,CA,GBP,18,Weekday,Amex,Credit,1,0,27,3,0
2095,Other,CAD,15,Weekend,MasterCard,Credit,0,0,26,11,0
1364,CA,GBP,15,Weekend,Discover,Debit,0,0,55,1,0
8357,Other,CAD,23,Weekend,Visa,Credit,0,1,53,8,1
932,UK,GBP,10,Weekday,Visa,Debit,0,0,30,3,0
2803,Other,AUD,14,Weekday,Visa,Debit,0,0,19,5,0
3747,US,AUD,13,Weekday,Visa,Debit,0,0,56,0,0
3044,UK,GBP,9,Weekday,MasterCard,Debit,0,0,61,12,0
2976,UK,AUD,11,Weekday,MasterCard,Credit,1,0,41,12,0
8995,UK,GBP,1,Weekday,Amex,Debit,1,1,70,8,1
3858,AU,USD,15,Weekend,Amex,Debit,0,0,68,3,0
7668,Other,CAD,1,Weekday,MasterCard,Credit,0,1,56,12,1
8771,AU,CAD,23,Weekend,MasterCard,Debit,1,1,35,12,1
6703,Other,USD,1,Weekday,Discover,Credit,1,1,70,8,1
7183,Other,CAD,23,Weekday,Discover,Debit,1,1,48,3,1
1627,UK,GBP,13,Weekend,Visa,Credit,1,0,48,8,0
9745,Other,GBP,0,Weekend,MasterCard,Credit,1,1,18,2,1
9727,UK,AUD,0,Weekend,Visa,Debit,1,1,64,2,1
4555,Other,AUD,9,Weekend,Discover,Debit,1,0,61,12,0
6353,UK,GBP,1,Weekend,Discover,Credit,1,1,52,11,1
4499,UK,AUD,8,Weekend,Visa,Credit,1,0,57,7,0
7577,CA,CAD,1,Weekday,Amex,Credit,1,1,18,9,1
8811,Other,CAD,23,Weekend,Amex,Credit,1,1,46,3,1
6401,Other,AUD,1,Weekend,Discover,Credit,1,1,62,0,1
5606,US,GBP,0,Weekend,Amex,Credit,1,1,35,8,1
7872,US,GBP,1,Weekend,Amex,Credit,1,1,19,6,1
6384,US,USD,0,Weekday,Amex,Credit,1,1,68,8,1
449,Other,GBP,12,Weekday,Discover,Debit,1,0,65,2,0
142,US,GBP,14,Weekend,MasterCard,Credit,1,0,60,2,0
839,UK,CAD,14,Weekend,Visa,Debit,1,0,19,10,0
894,CA,GBP,12,Weekday,Visa,Debit,0,0,66,3,0
2191,UK,USD,16,Weekday,Amex,Debit,1,0,46,0,0
2038,US,GBP,8,Weekend,Discover,Debit,1,0,47,1,0
4275,US,CAD,18,Weekday,Amex,Debit,1,0,25,1,0
3677,US,CAD,9,Weekday,Discover,Credit,1,0,63,5,0
4225,UK,GBP,12,Weekend,MasterCard,Debit,0,0,22,11,0
2912,Other,USD,19,Weekday,Amex,Credit,1,0,20,2,0
5792,CA,GBP,1,Weekday,Amex,Credit,1,1,22,12,1
3672,AU,CAD,9,Weekday,Visa,Credit,1,0,66,9,0
8075,UK,CAD,23,Weekday,Amex,Credit,1,1,68,1,1
3126,UK,GBP,19,Weekday,MasterCard,Credit,1,0,26,6,0
2005,Other,USD,12,Weekend,Visa,Debit,1,0,47,4,0
7632,Other,CAD,23,Weekend,Discover,Credit,1,1,43,7,1
1246,AU,CAD,17,Weekday,MasterCard,Debit,1,0,26,2,0
8205,Other,USD,23,Weekday,Visa,Credit,1,1,63,6,1
9246,UK,CAD,1,Weekend,Amex,Credit,1,1,55,2,1
3548,US,CAD,12,Weekend,Discover,Credit,1,0,69,10,0
2604,US,USD,13,Weekend,Amex,Credit,0,0,63,9,0
1971,AU,CAD,8,Weekend,Amex,Credit,0,0,40,10,0
6195,Other,GBP,0,Weekend,Amex,Debit,1,1,41,12,1
6515,UK,AUD,23,Weekend,Amex,Credit,1,1,68,12,1
637,Other,AUD,19,Weekday,Discover,Debit,0,0,54,2,0
8215,Other,USD,23,Weekend,MasterCard,Credit,0,1,24,1,1
2103,UK,USD,13,Weekend,Discover,Credit,0,0,31,1,0
3596,UK,CAD,13,Weekday,Discover,Debit,1,0,18,1,0
477,US,CAD,19,Weekend,Visa,Debit,1,0,30,1,0
7471,Other,AUD,0,Weekend,Visa,Debit,0,1,56,12,1
4149,UK,USD,9,Weekday,Discover,Credit,1,0,57,0,0
2645,US,USD,8,Weekday,MasterCard,Credit,0,0,54,6,0
2357,CA,AUD,16,Weekday,Visa,Credit,0,0,63,3,0
6718,Other,USD,23,Weekday,Discover,Credit,1,1,60,7,1
8086,Other,CAD,1,Weekend,Visa,Credit,0,1,30,12,1
1555,UK,CAD,17,Weekday,Amex,Credit,1,0,44,3,0
3875,Other,AUD,11,Weekend,MasterCard,Debit,0,0,66,11,0
3514,CA,CAD,16,Weekday,MasterCard,Debit,0,0,49,2,0
209,Other,CAD,10,Weekend,MasterCard,Credit,1,0,66,4,0
941,AU,AUD,11,Weekend,Visa,Debit,0,0,40,0,0
2792,CA,USD,18,Weekday,Amex,Debit,0,0,59,11,0
3075,Other,CAD,10,Weekday,Visa,Debit,1,0,31,12,0
6961,AU,AUD,0,Weekday,Discover,Debit,1,1,62,12,1
3115,CA,AUD,11,Weekday,MasterCard,Credit,1,0,34,10,0
148,US,USD,10,Weekend,Amex,Credit,1,0,47,3,0
2795,Other,AUD,19,Weekday,Discover,Debit,0,0,70,0,0
3665,CA,USD,11,Weekday,Amex,Credit,1,0,56,7,0
3421,UK,GBP,8,Weekday,MasterCard,Debit,0,0,37,12,0
3975,CA,GBP,12,Weekday,MasterCard,Credit,1,0,32,8,0
3193,CA,CAD,14,Weekend,Discover,Credit,1,0,63,5,0
1863,UK,CAD,17,Weekday,Visa,Debit,0,0,29,0,0
2297,Other,GBP,15,Weekend,Visa,Debit,1,0,21,4,0
3108,UK,USD,14,Weekend,Visa,Credit,1,0,19,12,0
6869,Other,GBP,23,Weekday,Visa,Credit,0,1,20,5,1
8149,UK,GBP,23,Weekday,Amex,Debit,1,1,36,4,1
4998,CA,USD,9,Weekday,Visa,Credit,0,0,37,2,0
644,US,GBP,8,Weekday,MasterCard,Credit,0,0,29,5,0
861,CA,CAD,14,Weekend,Discover,Debit,0,0,29,11,0
9012,UK,USD,0,Weekend,MasterCard,Debit,1,1,54,5,1
5727,Other,CAD,0,Weekend,Visa,Debit,0,1,64,10,1
8308,AU,CAD,1,Weekend,Discover,Credit,1,1,49,1,1
8108,Other,AUD,23,Weekend,MasterCard,Credit,1,1,33,8,1
1277,UK,CAD,18,Weekend,Discover,Debit,1,0,67,12,0
6531,UK,GBP,0,Weekday,Amex,Credit,1,1,59,4,1
6219,Other,AUD,1,Weekday,Visa,Credit,1,1,35,4,1
5315,Other,GBP,1,Weekend,Amex,Debit,1,1,50,2,1
9438,UK,GBP,0,Weekend,Amex,Debit,1,1,64,7,1
2483,US,CAD,13,Weekend,Amex,Credit,1,0,44,3,0
4980,AU,USD,19,Weekday,Visa,Debit,0,0,45,4,0
663,CA,USD,18,Weekend,Visa,Credit,0,0,33,4,0
8287,CA,AUD,23,Weekday,Amex,Debit,1,1,67,6,1
3243,AU,GBP,15,Weekday,Amex,Credit,1,0,51,11,0
171,US,GBP,13,Weekend,MasterCard,Credit,0,0,56,8,0
6192,AU,USD,23,Weekend,Discover,Credit,1,1,35,5,1
4939,AU,GBP,10,Weekday,Amex,Credit,1,0,48,11,0
2923,US,USD,13,Weekend,MasterCard,Credit,1,0,31,10,0
5550,AU,USD,0,Weekend,Visa,Credit,1,1,22,5,1
8362,Other,CAD,23,Weekend,Amex,Debit,1,1,22,10,1
9170,AU,CAD,23,Weekday,Visa,Debit,1,1,59,10,1
9665,UK,CAD,23,Weekend,Visa,Credit,1,1,26,12,1
1002,UK,USD,13,Weekday,Discover,Debit,1,0,67,5,0
3180,CA,USD,14,Weekend,MasterCard,Credit,1,0,61,9,0
6718,US,CAD,23,Weekend,Amex,Credit,1,1,45,7,1
4884,US,CAD,13,Weekday,Amex,Debit,0,0,30,6,0
7335,Other,CAD,0,Weekend,MasterCard,Debit,1,1,50,4,1
3246,AU,GBP,8,Weekday,Discover,Credit,1,0,21,12,0
9047,Other,CAD,0,Weekend,Visa,Debit,1,1,66,2,1
3011,AU,GBP,13,Weekday,Discover,Debit,1,0,67,5,0
9138,UK,AUD,1,Weekend,Discover,Debit,1,1,60,12,1
3506,US,CAD,17,Weekend,Discover,Credit,0,0,22,1,0
1086,AU,CAD,15,Weekday,MasterCard,Debit,1,0,45,5,0
4194,AU,AUD,15,Weekend,Discover,Credit,0,0,58,11,0
378,US,GBP,12,Weekend,MasterCard,Credit,1,0,60,11,0
5830,CA,GBP,1,Weekday,MasterCard,Credit,1,1,28,0,1
7705,Other,AUD,1,Weekend,Visa,Debit,0,1,43,6,1
7070,Other,USD,1,Weekday,Discover,Credit,1,1,38,7,1
2978,UK,GBP,9,Weekend,Amex,Credit,0,0,49,12,0
2079,AU,CAD,14,Weekday,Visa,Debit,0,0,29,6,0
1040,CA,AUD,9,Weekend,Visa,Debit,1,0,39,11,0
9109,Other,AUD,0,Weekday,Amex,Debit,0,1,44,12,1
269,Other,USD,8,Weekday,Discover,Credit,0,0,25,8,0
5581,UK,USD,0,Weekend,Amex,Debit,1,1,58,4,1
7005,CA,USD,23,Weekday,Amex,Debit,1,1,19,5,1
9018,Other,USD,0,Weekend,Amex,Credit,1,1,65,5,1
5189,CA,GBP,23,Weekend,Amex,Credit,1,1,47,11,1
1277,Other,CAD,19,Weekend,Visa,Debit,1,0,54,10,0
7890,Other,CAD,23,Weekday,Amex,Credit,0,1,57,8,1
8732,Other,CAD,23,Weekday,MasterCard,Credit,1,1,42,10,1
6316,Other,CAD,23,Weekend,Visa,Debit,1,1,66,2,1
1943,AU,GBP,18,Weekend,Visa,Credit,0,0,46,4,0
